userId,title,rating
707,Kolya (1996),4
894,Kolya (1996),4
675,Kolya (1996),4
305,Kolya (1996),5
845,Kolya (1996),4
500,Kolya (1996),3
720,Kolya (1996),4
721,Kolya (1996),3
186,L.A. Confidential (1997),3
191,L.A. Confidential (1997),4
49,L.A. Confidential (1997),4
54,L.A. Confidential (1997),4
62,L.A. Confidential (1997),3
206,L.A. Confidential (1997),5
197,L.A. Confidential (1997),3
214,L.A. Confidential (1997),4
190,L.A. Confidential (1997),5
303,L.A. Confidential (1997),4
181,L.A. Confidential (1997),2
154,L.A. Confidential (1997),4
31,L.A. Confidential (1997),4
305,L.A. Confidential (1997),4
178,L.A. Confidential (1997),4
102,L.A. Confidential (1997),3
100,L.A. Confidential (1997),4
144,L.A. Confidential (1997),3
13,L.A. Confidential (1997),5
315,L.A. Confidential (1997),5
88,L.A. Confidential (1997),3
282,L.A. Confidential (1997),5
334,L.A. Confidential (1997),5
208,L.A. Confidential (1997),1
112,L.A. Confidential (1997),4
277,L.A. Confidential (1997),4
145,L.A. Confidential (1997),4
392,L.A. Confidential (1997),5
276,L.A. Confidential (1997),5
360,L.A. Confidential (1997),4
126,L.A. Confidential (1997),4
319,L.A. Confidential (1997),4
47,L.A. Confidential (1997),5
146,L.A. Confidential (1997),4
378,L.A. Confidential (1997),5
131,L.A. Confidential (1997),5
171,L.A. Confidential (1997),4
201,L.A. Confidential (1997),4
192,L.A. Confidential (1997),5
345,L.A. Confidential (1997),5
204,L.A. Confidential (1997),5
107,L.A. Confidential (1997),4
222,L.A. Confidential (1997),3
433,L.A. Confidential (1997),5
229,L.A. Confidential (1997),5
339,L.A. Confidential (1997),4
427,L.A. Confidential (1997),4
29,L.A. Confidential (1997),4
420,L.A. Confidential (1997),4
43,L.A. Confidential (1997),4
268,L.A. Confidential (1997),5
241,L.A. Confidential (1997),3
397,L.A. Confidential (1997),5
383,L.A. Confidential (1997),4
346,L.A. Confidential (1997),3
461,L.A. Confidential (1997),3
418,L.A. Confidential (1997),2
405,L.A. Confidential (1997),4
179,L.A. Confidential (1997),4
362,L.A. Confidential (1997),5
10,L.A. Confidential (1997),4
90,L.A. Confidential (1997),5
297,L.A. Confidential (1997),4
425,L.A. Confidential (1997),5
413,L.A. Confidential (1997),2
149,L.A. Confidential (1997),4
430,L.A. Confidential (1997),4
232,L.A. Confidential (1997),5
104,L.A. Confidential (1997),5
285,L.A. Confidential (1997),5
129,L.A. Confidential (1997),4
26,L.A. Confidential (1997),5
514,L.A. Confidential (1997),5
15,L.A. Confidential (1997),4
293,L.A. Confidential (1997),4
489,L.A. Confidential (1997),5
421,L.A. Confidential (1997),4
343,L.A. Confidential (1997),4
498,L.A. Confidential (1997),3
460,L.A. Confidential (1997),4
390,L.A. Confidential (1997),5
173,L.A. Confidential (1997),5
140,L.A. Confidential (1997),4
269,L.A. Confidential (1997),3
322,L.A. Confidential (1997),5
567,L.A. Confidential (1997),4
466,L.A. Confidential (1997),5
446,L.A. Confidential (1997),4
404,L.A. Confidential (1997),4
408,L.A. Confidential (1997),5
299,L.A. Confidential (1997),4
116,L.A. Confidential (1997),3
532,L.A. Confidential (1997),5
507,L.A. Confidential (1997),5
423,L.A. Confidential (1997),5
569,L.A. Confidential (1997),4
352,L.A. Confidential (1997),4
512,L.A. Confidential (1997),4
634,L.A. Confidential (1997),5
3,L.A. Confidential (1997),2
375,L.A. Confidential (1997),5
561,L.A. Confidential (1997),4
450,L.A. Confidential (1997),5
63,L.A. Confidential (1997),3
628,L.A. Confidential (1997),5
570,L.A. Confidential (1997),4
105,L.A. Confidential (1997),5
555,L.A. Confidential (1997),3
548,L.A. Confidential (1997),4
6,L.A. Confidential (1997),4
574,L.A. Confidential (1997),4
509,L.A. Confidential (1997),5
414,L.A. Confidential (1997),5
94,L.A. Confidential (1997),4
139,L.A. Confidential (1997),3
531,L.A. Confidential (1997),5
515,L.A. Confidential (1997),3
367,L.A. Confidential (1997),5
14,L.A. Confidential (1997),5
685,L.A. Confidential (1997),3
111,L.A. Confidential (1997),5
707,L.A. Confidential (1997),4
697,L.A. Confidential (1997),5
666,L.A. Confidential (1997),5
331,L.A. Confidential (1997),5
543,L.A. Confidential (1997),4
384,L.A. Confidential (1997),5
683,L.A. Confidential (1997),5
327,L.A. Confidential (1997),3
721,L.A. Confidential (1997),3
431,L.A. Confidential (1997),3
520,L.A. Confidential (1997),3
762,L.A. Confidential (1997),5
16,L.A. Confidential (1997),5
490,L.A. Confidential (1997),4
464,L.A. Confidential (1997),5
134,L.A. Confidential (1997),2
640,L.A. Confidential (1997),5
619,L.A. Confidential (1997),4
52,L.A. Confidential (1997),4
717,L.A. Confidential (1997),5
74,L.A. Confidential (1997),4
69,L.A. Confidential (1997),4
271,L.A. Confidential (1997),5
364,L.A. Confidential (1997),4
177,L.A. Confidential (1997),4
704,L.A. Confidential (1997),4
401,L.A. Confidential (1997),3
474,L.A. Confidential (1997),5
207,L.A. Confidential (1997),4
655,L.A. Confidential (1997),4
758,L.A. Confidential (1997),5
818,L.A. Confidential (1997),5
284,L.A. Confidential (1997),4
473,L.A. Confidential (1997),4
669,L.A. Confidential (1997),4
720,L.A. Confidential (1997),5
788,L.A. Confidential (1997),4
216,L.A. Confidential (1997),5
747,L.A. Confidential (1997),5
853,L.A. Confidential (1997),4
755,L.A. Confidential (1997),4
151,L.A. Confidential (1997),3
328,L.A. Confidential (1997),4
828,L.A. Confidential (1997),4
445,L.A. Confidential (1997),1
329,L.A. Confidential (1997),5
838,L.A. Confidential (1997),4
664,L.A. Confidential (1997),4
894,L.A. Confidential (1997),4
388,L.A. Confidential (1997),5
733,L.A. Confidential (1997),4
808,L.A. Confidential (1997),5
871,L.A. Confidential (1997),5
889,L.A. Confidential (1997),4
370,L.A. Confidential (1997),5
399,L.A. Confidential (1997),4
389,L.A. Confidential (1997),5
463,L.A. Confidential (1997),5
751,L.A. Confidential (1997),4
448,L.A. Confidential (1997),5
833,L.A. Confidential (1997),3
158,L.A. Confidential (1997),4
592,L.A. Confidential (1997),5
787,L.A. Confidential (1997),3
676,L.A. Confidential (1997),5
713,L.A. Confidential (1997),4
775,L.A. Confidential (1997),3
865,L.A. Confidential (1997),5
696,L.A. Confidential (1997),5
428,L.A. Confidential (1997),5
809,L.A. Confidential (1997),5
870,L.A. Confidential (1997),4
458,L.A. Confidential (1997),5
896,L.A. Confidential (1997),2
866,L.A. Confidential (1997),2
743,L.A. Confidential (1997),5
422,L.A. Confidential (1997),3
913,L.A. Confidential (1997),4
416,L.A. Confidential (1997),5
740,L.A. Confidential (1997),5
210,L.A. Confidential (1997),5
744,L.A. Confidential (1997),5
802,L.A. Confidential (1997),4
451,L.A. Confidential (1997),3
615,L.A. Confidential (1997),4
605,L.A. Confidential (1997),4
535,L.A. Confidential (1997),3
547,L.A. Confidential (1997),5
827,L.A. Confidential (1997),4
782,L.A. Confidential (1997),3
752,L.A. Confidential (1997),5
526,L.A. Confidential (1997),5
363,L.A. Confidential (1997),5
656,L.A. Confidential (1997),3
71,L.A. Confidential (1997),3
845,L.A. Confidential (1997),3
920,L.A. Confidential (1997),4
249,L.A. Confidential (1997),4
657,L.A. Confidential (1997),2
819,L.A. Confidential (1997),5
905,L.A. Confidential (1997),5
480,L.A. Confidential (1997),4
854,L.A. Confidential (1997),3
524,L.A. Confidential (1997),5
934,L.A. Confidential (1997),4
240,L.A. Confidential (1997),5
537,L.A. Confidential (1997),4
801,L.A. Confidential (1997),4
485,L.A. Confidential (1997),5
902,L.A. Confidential (1997),3
624,L.A. Confidential (1997),4
626,L.A. Confidential (1997),4
860,L.A. Confidential (1997),4
556,L.A. Confidential (1997),4
454,L.A. Confidential (1997),4
724,L.A. Confidential (1997),3
851,L.A. Confidential (1997),5
560,L.A. Confidential (1997),5
48,L.A. Confidential (1997),4
654,L.A. Confidential (1997),5
668,L.A. Confidential (1997),5
564,L.A. Confidential (1997),3
115,L.A. Confidential (1997),4
278,L.A. Confidential (1997),3
791,L.A. Confidential (1997),4
688,L.A. Confidential (1997),5
587,L.A. Confidential (1997),3
883,L.A. Confidential (1997),5
863,L.A. Confidential (1997),4
770,L.A. Confidential (1997),2
880,L.A. Confidential (1997),5
806,L.A. Confidential (1997),4
160,L.A. Confidential (1997),5
846,L.A. Confidential (1997),5
926,L.A. Confidential (1997),4
617,L.A. Confidential (1997),4
940,L.A. Confidential (1997),4
695,L.A. Confidential (1997),4
745,L.A. Confidential (1997),4
877,L.A. Confidential (1997),2
784,L.A. Confidential (1997),5
40,L.A. Confidential (1997),3
651,L.A. Confidential (1997),5
841,L.A. Confidential (1997),5
842,L.A. Confidential (1997),5
393,L.A. Confidential (1997),4
39,L.A. Confidential (1997),5
380,L.A. Confidential (1997),5
836,L.A. Confidential (1997),5
781,L.A. Confidential (1997),5
875,L.A. Confidential (1997),5
820,L.A. Confidential (1997),5
616,L.A. Confidential (1997),5
915,L.A. Confidential (1997),4
772,L.A. Confidential (1997),5
2,L.A. Confidential (1997),5
185,L.A. Confidential (1997),4
903,L.A. Confidential (1997),4
332,L.A. Confidential (1997),5
611,L.A. Confidential (1997),5
467,L.A. Confidential (1997),4
544,L.A. Confidential (1997),5
486,L.A. Confidential (1997),5
812,L.A. Confidential (1997),3
551,L.A. Confidential (1997),3
919,L.A. Confidential (1997),4
475,L.A. Confidential (1997),3
931,L.A. Confidential (1997),4
710,L.A. Confidential (1997),4
147,L.A. Confidential (1997),4
673,L.A. Confidential (1997),3
874,L.A. Confidential (1997),5
635,L.A. Confidential (1997),4
344,L.A. Confidential (1997),5
417,L.A. Confidential (1997),3
898,L.A. Confidential (1997),4
22,Heavyweights (1994),1
5,Heavyweights (1994),1
314,Heavyweights (1994),3
13,Heavyweights (1994),1
222,Heavyweights (1994),1
393,Heavyweights (1994),3
405,Heavyweights (1994),1
468,Heavyweights (1994),2
846,Heavyweights (1994),2
642,Heavyweights (1994),3
798,Heavyweights (1994),3
705,Heavyweights (1994),4
648,Heavyweights (1994),3
244,Legends of the Fall (1994),2
85,Legends of the Fall (1994),2
201,Legends of the Fall (1994),2
198,Legends of the Fall (1994),3
330,Legends of the Fall (1994),5
194,Legends of the Fall (1994),4
1,Legends of the Fall (1994),4
230,Legends of the Fall (1994),4
236,Legends of the Fall (1994),5
56,Legends of the Fall (1994),3
152,Legends of the Fall (1994),4
256,Legends of the Fall (1994),4
16,Legends of the Fall (1994),4
137,Legends of the Fall (1994),1
145,Legends of the Fall (1994),3
345,Legends of the Fall (1994),5
224,Legends of the Fall (1994),4
151,Legends of the Fall (1994),4
72,Legends of the Fall (1994),4
416,Legends of the Fall (1994),5
11,Legends of the Fall (1994),4
43,Legends of the Fall (1994),1
13,Legends of the Fall (1994),3
59,Legends of the Fall (1994),5
454,Legends of the Fall (1994),2
269,Legends of the Fall (1994),2
468,Legends of the Fall (1994),3
405,Legends of the Fall (1994),1
561,Legends of the Fall (1994),3
504,Legends of the Fall (1994),4
184,Legends of the Fall (1994),4
7,Legends of the Fall (1994),2
301,Legends of the Fall (1994),4
437,Legends of the Fall (1994),1
532,Legends of the Fall (1994),5
417,Legends of the Fall (1994),3
655,Legends of the Fall (1994),2
639,Legends of the Fall (1994),2
92,Legends of the Fall (1994),4
276,Legends of the Fall (1994),3
484,Legends of the Fall (1994),4
472,Legends of the Fall (1994),5
682,Legends of the Fall (1994),5
450,Legends of the Fall (1994),4
393,Legends of the Fall (1994),4
222,Legends of the Fall (1994),3
586,Legends of the Fall (1994),4
788,Legends of the Fall (1994),4
627,Legends of the Fall (1994),5
588,Legends of the Fall (1994),4
95,Legends of the Fall (1994),4
271,Legends of the Fall (1994),4
690,Legends of the Fall (1994),3
457,Legends of the Fall (1994),5
178,Legends of the Fall (1994),4
870,Legends of the Fall (1994),2
593,Legends of the Fall (1994),3
899,Legends of the Fall (1994),1
916,Legends of the Fall (1994),2
311,Legends of the Fall (1994),4
642,Legends of the Fall (1994),5
268,Legends of the Fall (1994),3
790,Legends of the Fall (1994),3
721,Legends of the Fall (1994),4
943,Legends of the Fall (1994),1
94,Legends of the Fall (1994),3
610,Legends of the Fall (1994),5
881,Legends of the Fall (1994),5
293,Legends of the Fall (1994),3
867,Legends of the Fall (1994),3
712,Legends of the Fall (1994),3
328,Legends of the Fall (1994),3
922,Legends of the Fall (1994),4
320,Legends of the Fall (1994),5
896,Legends of the Fall (1994),2
378,Legends of the Fall (1994),3
551,Legends of the Fall (1994),5
632,Legends of the Fall (1994),4
846,Legends of the Fall (1994),4
711,Legends of the Fall (1994),4
878,Legends of the Fall (1994),4
166,Jackie Brown (1997),1
271,Jackie Brown (1997),4
197,Jackie Brown (1997),3
94,Jackie Brown (1997),4
293,Jackie Brown (1997),3
71,Jackie Brown (1997),4
125,Jackie Brown (1997),1
99,Jackie Brown (1997),4
130,Jackie Brown (1997),4
287,Jackie Brown (1997),5
145,Jackie Brown (1997),5
235,Jackie Brown (1997),4
294,Jackie Brown (1997),3
156,Jackie Brown (1997),3
363,Jackie Brown (1997),4
284,Jackie Brown (1997),4
179,Jackie Brown (1997),3
146,Jackie Brown (1997),4
269,Jackie Brown (1997),2
49,Jackie Brown (1997),4
104,Jackie Brown (1997),3
214,Jackie Brown (1997),3
288,Jackie Brown (1997),5
116,Jackie Brown (1997),4
299,Jackie Brown (1997),3
334,Jackie Brown (1997),5
133,Jackie Brown (1997),3
126,Jackie Brown (1997),3
392,Jackie Brown (1997),4
458,Jackie Brown (1997),4
511,Jackie Brown (1997),4
416,Jackie Brown (1997),4
474,Jackie Brown (1997),5
526,Jackie Brown (1997),3
546,Jackie Brown (1997),5
414,Jackie Brown (1997),5
285,Jackie Brown (1997),4
241,Jackie Brown (1997),3
385,Jackie Brown (1997),3
561,Jackie Brown (1997),5
425,Jackie Brown (1997),5
624,Jackie Brown (1997),3
445,Jackie Brown (1997),5
142,Jackie Brown (1997),5
542,Jackie Brown (1997),3
631,Jackie Brown (1997),4
221,Jackie Brown (1997),5
456,Jackie Brown (1997),5
646,Jackie Brown (1997),2
353,Jackie Brown (1997),4
171,Jackie Brown (1997),4
206,Jackie Brown (1997),5
665,Jackie Brown (1997),2
149,Jackie Brown (1997),4
397,Jackie Brown (1997),4
201,Jackie Brown (1997),4
418,Jackie Brown (1997),2
702,Jackie Brown (1997),1
276,Jackie Brown (1997),4
141,Jackie Brown (1997),1
466,Jackie Brown (1997),3
532,Jackie Brown (1997),5
655,Jackie Brown (1997),4
13,Jackie Brown (1997),4
657,Jackie Brown (1997),4
656,Jackie Brown (1997),3
369,Jackie Brown (1997),4
319,Jackie Brown (1997),3
724,Jackie Brown (1997),1
54,Jackie Brown (1997),4
783,Jackie Brown (1997),5
782,Jackie Brown (1997),2
695,Jackie Brown (1997),5
537,Jackie Brown (1997),3
619,Jackie Brown (1997),3
551,Jackie Brown (1997),4
595,Jackie Brown (1997),4
611,Jackie Brown (1997),5
389,Jackie Brown (1997),4
548,Jackie Brown (1997),4
616,Jackie Brown (1997),3
112,Jackie Brown (1997),5
871,Jackie Brown (1997),3
482,Jackie Brown (1997),3
322,Jackie Brown (1997),3
640,Jackie Brown (1997),4
592,Jackie Brown (1997),4
752,Jackie Brown (1997),4
894,Jackie Brown (1997),4
574,Jackie Brown (1997),4
880,Jackie Brown (1997),5
758,Jackie Brown (1997),2
489,Jackie Brown (1997),5
485,Jackie Brown (1997),4
863,Jackie Brown (1997),5
845,Jackie Brown (1997),3
851,Jackie Brown (1997),5
883,Jackie Brown (1997),4
819,Jackie Brown (1997),5
710,Jackie Brown (1997),4
818,Jackie Brown (1997),4
920,Jackie Brown (1997),4
557,Jackie Brown (1997),2
834,Jackie Brown (1997),3
578,Jackie Brown (1997),3
805,Jackie Brown (1997),4
874,Jackie Brown (1997),3
40,Jackie Brown (1997),2
915,Jackie Brown (1997),2
833,Jackie Brown (1997),5
544,Jackie Brown (1997),4
100,Jackie Brown (1997),3
913,Jackie Brown (1997),3
936,Jackie Brown (1997),4
903,Jackie Brown (1997),3
682,Jackie Brown (1997),2
784,Jackie Brown (1997),4
683,Jackie Brown (1997),4
768,Jackie Brown (1997),3
339,Jackie Brown (1997),5
519,Jackie Brown (1997),4
462,Jackie Brown (1997),1
729,Jackie Brown (1997),1
3,Jackie Brown (1997),5
808,Jackie Brown (1997),5
828,Jackie Brown (1997),4
298,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4
77,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),5
276,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),5
318,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4
14,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4
188,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4
248,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),2
60,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),5
327,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),3
73,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),5
269,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4
213,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),2
95,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4
334,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),3
215,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4
235,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),5
325,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),5
272,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),5
343,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),5
76,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),5
96,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4
321,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4
293,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),5
385,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),5
118,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),5
382,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),5
268,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),5
290,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),3
44,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4
383,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),5
267,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),5
189,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),5
312,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),5
373,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),3
391,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),5
250,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),5
307,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),5
421,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4
363,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),5
232,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),5
380,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4
328,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4
10,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4
125,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),3
279,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),5
301,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4
41,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),5
154,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),5
90,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),5
313,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),5
465,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),3
487,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4
474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),5
457,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),5
409,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),5
239,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),5
488,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),2
498,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4
25,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4
389,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),5
18,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4
406,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),5
234,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4
425,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4
160,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4
299,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),5
435,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),3
339,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4
450,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),5
417,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4
454,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4
124,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),3
521,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),3
338,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4
151,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),5
545,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),3
92,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4
524,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4
58,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4
527,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),3
568,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),5
297,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4
553,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),5
433,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),3
303,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),5
640,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4
148,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),5
59,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),5
194,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4
508,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),5
686,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),5
653,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4
82,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),3
666,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),5
398,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4
114,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),5
543,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),5
237,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),5
456,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),5
271,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),3
536,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),5
458,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4
387,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),5
655,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),3
144,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4
645,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),5
781,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),5
747,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),5
499,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4
62,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4
7,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),5
